business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Creation The Fertility Centre - Best IVF Centre | Infertility | Male Infertility | Test Tube Baby Centre in Purnea,Nursing Home and Maternity Hospital,Hospital,"Hospital, Fertility clinic",854330,Bihar Circle,"East Region, Bhagalpur",Purnea Division,"Kasba SO Purnia, Adhang BO, Bara Idagah BO",+91 92415 60045,N/A,4.9,50,"2nd Floor Saloni Nursing Home, Ford company Chowk, Purnia, Bihar 854301",Navratan Hatta,25.7806078,87.4809386,ChIJb_t2DnT57zkRkjKpsIFmD-I,https://www.google.com/maps/place/?q=place_id:ChIJb_t2DnT57zkRkjKpsIFmD-I,part_400,2026-09-20 20:37:24
