business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Hotel JMD International Birpur || Hotel in Birpur, Supaul",Tradeshows,Hotel,"Hotel, Banquet hall, Conference center, Resort hotel, Wedding venue",854340,Bihar Circle,"East Region, Bhagalpur",Saharsa Division,"Birpur SO Supaul, Banailipatti BO, Basantpur BO",+91 77000 06360,http://www.hoteljmdinternational.com/,3.8,,"near Bus Stand, Birpur, Fatehpur, Bihar 854340",854340,26.511269,87.0050303,ChIJVQ5H-3cF7zkR6FKlWV_nEvY,https://www.google.com/maps/place/?q=place_id:ChIJVQ5H-3cF7zkR6FKlWV_nEvY,part_400,2026-09-20 20:44:29
