business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Ashirvad Packers & Movers | Best Packers & Movers in Patna | Transportation Service | Packers and Movers in Patna,Packers and Movers,Transportation service,"Transportation service, Delivery service, Logistics service, Moving service, Packaging company, Shipping service, Storage facility, Truck rental agency, Trucking company",851113,Bihar Circle,"East Region, Bhagalpur",Begusarai Division,"BDeorhi SO, Gaura BO, Madhurapur BO",+91 88628 88555,https://ashirvadpackers.com/,4.6,111,"Shop no-06, savitri market, Bypass Rd, opp. NRL petrol pump, East Lakshmi Nagar, zero mile, Patna, Bihar 800030","East Lakshmi Nagar, zero mile",25.585002799999998,85.1787555,ChIJ919vr5NZ7TkRlplefxWA78Q,https://www.google.com/maps/place/?q=place_id:ChIJ919vr5NZ7TkRlplefxWA78Q,part_398,2026-09-20 20:23:29
