business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
RD Hotel & Restaurant || Best Hotels in Mokameh || Hotels near Mokameh Junction railway station,Hotel,Hotel,"Hotel, Banquet hall, Chinese restaurant, Family restaurant, Indian restaurant, Lodge, Non Vegetarian Restaurant, Restaurant, Vegetarian restaurant, Wedding venue",851118,Bihar Circle,"East Region, Bhagalpur",Begusarai Division,"Baro SO, Amarpur BO",+91 97984 17315,https://rdhotelmokamah.com/,4.3,137,"Gaushala Rd, near Shaheed Gate, Mokama, Bihar 803302",Mokama,25.3914728,85.92128009999999,ChIJJyOy61dt8jkRKRxWklnxDEA,https://www.google.com/maps/place/?q=place_id:ChIJJyOy61dt8jkRKRxWklnxDEA,part_398,2026-09-20 20:27:16
