business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
राधे राधे कोशमेटिक ।। Radhe Radhe Cosmetics|| गिफ़्ट शॉप ।। Gift Shop,Gifting,Gift shop,Gift shop,851131,Bihar Circle,"East Region, Bhagalpur",Begusarai Division,"Rajaura SO, Ajhaur BO, Babhangama BO",N/A,N/A,5,,"C4GW+58R, Lohianagar, Begusarai, Bihar 851218",Lohianagar,25.4254756,86.14531199999999,ChIJcVyYa9UF8jkRNylrta-WiDw,https://www.google.com/maps/place/?q=place_id:ChIJcVyYa9UF8jkRNylrta-WiDw,part_398,2026-09-20 20:32:29
