business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
ACG CAREER EDUCATION - Best Education Consultants in Madhubani | Best Career Counselling in Madhubani Bihar,Educational Consultant,Educational consultant,"Educational consultant, Career guidance service, Educational institution",847401,Bihar Circle,Muzaffarpur Region,Madhubani Division,"Andhra SO, Bardaha BO, Barhara BO",+91 90918 84141,https://www.acgcareereducation.com/,5,3,"Aryan Pharmaceutical, Nirmala Niwas, Jhanjharpur, Bihar 847404",847401,26.2619534,86.2770087,ChIJrR00R6p57jkRz9d-7d-yaNs,https://www.google.com/maps/place/?q=place_id:ChIJrR00R6p57jkRz9d-7d-yaNs,part_396,2026-09-20 20:48:12
