business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Livguard - Asha Enterprises,Solar Rooftop and Inverter Dealer,Battery Store,"Battery Store, Electrical supply store",845302,Bihar Circle,Muzaffarpur Region,East Champaran Division,"Chauradano SO, Barawa BO, Bella Champaran  BO",+91 62071 73630,https://www.livguard.com/battery-inverter-dealers/livguard-asha-enterprises-battery-store-pataura-tola-lala-motihari-543216/Home?utm_source=locator&utm_medium=googleplaces,5,,"Ground Floor, Pataura Tola Lala, Motihari, Bihar 845401",845302,26.6400564,84.9459748,ChIJYSlVhpvL7DkR9a_dO56N3xI,https://www.google.com/maps/place/?q=place_id:ChIJYSlVhpvL7DkR9a_dO56N3xI,part_394,2026-09-20 20:40:11
UTL Solar Shoppe | Solar Inverter | Solar Panel - Maa Durga Enterprises,Solar Rooftop and Inverter Dealer,Solar energy equipment supplier,"Solar energy equipment supplier, Battery Store, Solar energy system service",845302,Bihar Circle,Muzaffarpur Region,East Champaran Division,"Chauradano SO, Barawa BO, Bella Champaran  BO",+91 92508 85885,https://dealers.upsinverter.com/utl-solar/deoria/Bhatni-Bazar/utl-solar-shoppe-in-Bhatni-Bazar-deoria--1hyILw/home,5,,"Main Road, nearby Subhas Inter Mediate College, Bhatni Bazar, Uttar Pradesh 274701",845302,26.3774099,83.93841599999999,ChIJdVftGJu1kzkRzKFxr3Qtjak,https://www.google.com/maps/place/?q=place_id:ChIJdVftGJu1kzkRzKFxr3Qtjak,part_394,2026-09-20 20:40:11
UTL Solar Shoppe | Solar Inverter | Solar Panel - Jeevan Neer & Electronics,Solar Rooftop and Inverter Dealer,Solar energy equipment supplier,"Solar energy equipment supplier, Battery Store, Solar energy system service",845302,Bihar Circle,Muzaffarpur Region,East Champaran Division,"Chauradano SO, Barawa BO, Bella Champaran  BO",+91 92508 85885,https://dealers.upsinverter.com/utl-solar/ballia/Reoti/utl-solar-shoppe-in-Reoti-ballia--57qvjz/home,5,,"Ground Floor, SH 1B, nearby Bus Stand, Reoti, Uttar Pradesh 277209",845302,25.8453733,84.3801252,ChIJv9kFXCeNkjkR7lqwGCT10jI,https://www.google.com/maps/place/?q=place_id:ChIJv9kFXCeNkjkR7lqwGCT10jI,part_394,2026-09-20 20:40:11
