business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
GROWFUNDA DIGITAL MARKETING AGENCY | VIDEO ADS MAKING COMPANY | DIGITAL MARKETING AGENCY IN PRAYAGRAJ,Growth Marketing,Marketing agency,"Marketing agency, Advertising agency, Branding agency, Service establishment, Video editing service, Website designer",845428,Bihar Circle,Muzaffarpur Region,East Champaran Division,"Pakari Dayal SO, Ajgarwa BO, Barkagaon BO",+91 79058 48463,http://www.growfunda.com/,4.9,,"GROWFUNDA DIGITAL MARKETING AGENCY | VIDEO ADS MAKING COMPANY | DIGITAL MARKETING AGENCY IN PRAYAGRAJ, 845428, India",845428,21.6198832,79.1824231,ChIJxxXRAiC6gksR9tWl1Qotn4s,https://www.google.com/maps/place/?q=place_id:ChIJxxXRAiC6gksR9tWl1Qotn4s,part_395,2026-09-20 20:23:46
