business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
ANKUR Support Services: Digital India Portal | Online Seva | G2C Helpdesk | CSC Point | B2C Station,Social Media Marketing Agencies,Computer support and services,Computer support and services,845455,Bihar Circle,Muzaffarpur Region,West Champaran Division,"Narkaiaganj SO, Amolwa BO, Anjua BO",N/A,N/A,4.7,3,"Sri Ramsadan Plaza, Hanuman Chawk, Taulaha, Ramnagar, Bihar 845455",Hanuman Chawk,27.149855499999997,84.3813867,ChIJ2UAQbLmDlDkR5b6tIWaBKVU,https://www.google.com/maps/place/?q=place_id:ChIJ2UAQbLmDlDkR5b6tIWaBKVU,part_395,2026-09-20 20:35:08
