business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Dr. Zeeshan Husain - Skin Care | General OPD | Dermatologist and Paediatrician,Skin Clinic and Dermatologist,Dermatologist,Dermatologist,845457,Bihar Circle,Muzaffarpur Region,East Champaran Division,"Patahi SO East Champaran, Bakhari BO, Balua Zulfikarabad BO",+91 63074 04324,N/A,4.9,,"Balrampur Road, beside Sonalika Palace Marriage Hall, IMLEHWA, Utraula, Badahra Kot, Uttar Pradesh 271604",IMLEHWA,27.324902599999998,82.4017473,ChIJT0kCinlDlzkR19lMJpbsbW8,https://www.google.com/maps/place/?q=place_id:ChIJT0kCinlDlzkR19lMJpbsbW8,part_395,2026-09-20 20:35:57
