business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Mithila Cabs | Cab Booking Car Rental Darbhanga,Taxi Service and Car Rental,Car leasing service,"Car leasing service, Airport Shuttle Service Provider, Taxi service, Tour operator",846004,Bihar Circle,Muzaffarpur Region,Darbhanga Division,"Darbhanga HO, C M College SO, Darbhanga Bara Bazar SO",+91 77818 42445,https://www.mithilacabs.com/,5,28,"Delhi More, near canara bank, Ranipur, Darbhanga, Basdeopur, Bihar 846002",Ranipur,26.186467099999998,85.90166699999999,ChIJDQIzjfG37TkRTEB4xkj_Ahw,https://www.google.com/maps/place/?q=place_id:ChIJDQIzjfG37TkRTEB4xkj_Ahw,part_395,2026-09-20 20:39:40
