business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Bajaj Auto Credit | Mavra Motors Private Limited Bettiah | Two Wheeler Loan,Car Showroom and Used Car Dealer,Car finance and loan company,"Car finance and loan company, Financial advisor, Financial planner, Loan agency",845437,Bihar Circle,Muzaffarpur Region,East Champaran Division,"Turkaulia SO, Sabaiya BO, Baharupia BO",+91 88060 08806,https://www.bajajautocredit.com/,5,19,"Ward No 03, Mansha Tola, Netajee Subhash Colony, Motihari, Bihar 845401",Netajee Subhash Colony,26.643848199999997,84.9040337,ChIJAWIChr81kzkRAX8miO-028U,https://www.google.com/maps/place/?q=place_id:ChIJAWIChr81kzkRAX8miO-028U,part_395,2026-09-20 20:29:19
