business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
The Patna bouncer security| Best Bouncer Service | Best Security Service,Security Guard Agency,Security guard service,"Security guard service, Security service",846006,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Subhankarpur SO,+91 95258 23728,https://alertsecuritypatna.blogspot.com/,4.9,45,"Saristabad, west, Gardanibagh, Patna, Bihar 800002",Gardanibagh,25.5862494,85.11441669999999,ChIJt8GXP2NZ7TkRh4H7TPRLgUo,https://www.google.com/maps/place/?q=place_id:ChIJt8GXP2NZ7TkRh4H7TPRLgUo,part_395,2026-09-20 20:41:10
