business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
CA- SUJIT K AND ASSOCIATES; CHARTERED ACCONTANTS,Chartered Accountant (CA),Certified public accountant,Certified public accountant,852202,Bihar Circle,"East Region, Bhagalpur",Saharsa Division,"Saharsa Collec SO, Amarpur BO, BSPatti BO",+91 96507 35091,N/A,5,,"Ward No-20, Gita Complex, Near Bullet Showroom, Hatia Gachhi Rd, Saharsa, Bihar, 852202",Hatiya Gachhi,25.8777214,86.60986249999999,ChIJ08E6-E897jkRkNf2_YZKSf8,https://www.google.com/maps/place/?q=place_id:ChIJ08E6-E897jkRkNf2_YZKSf8,part_399,2026-09-20 20:35:23
