business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
KC Bakers - Eggless Cake Shop | order Birthday Cake| Anniversary Cake |Deginer Cake| Kids Cake,Bakery and Cake Shop,Cake shop,"Cake shop, Bakery and Cake Shop, Balloon store, Cake decorating equipment shop, Ice cream shop, Pizza takeaway",852138,Bihar Circle,"East Region, Bhagalpur",Saharsa Division,"Tharbitta SO, Abhuar BO, Bauraha BO",+91 98732 20225,http://www.kcbakers.com/,4.7,29,"Asmi Hero Agency, Kc Bakers, opposit, Kamtoul, Bihar 847304",852138,26.3322869,85.81904209999999,ChIJrTW5Uc6z7TkRrJRXjgBSyM8,https://www.google.com/maps/place/?q=place_id:ChIJrTW5Uc6z7TkRrJRXjgBSyM8,part_399,2026-09-20 20:31:44
