business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Jay Bhole Nath | Breakdown Services Patna | Car Towing services Patna| Towing Services Patna | Car Breakdown Services Patna |,Crane and Towing Service,Towing service,Towing service,854112,Bihar Circle,"East Region, Bhagalpur",Divisional Office Katihar,"Amdabad SO, Bairia B.O, Bakharganj BO",+91 70047 57764,N/A,4.8,,"nearby HDFC bank, Kankarbagh Colony More, Mithapur, Patna, Bihar 800001","Kankarbagh Colony More, Mithapur",25.603323699999997,85.1473062,ChIJ5y4Bnq5Z7TkRlQgEM45aoGc,https://www.google.com/maps/place/?q=place_id:ChIJ5y4Bnq5Z7TkRlQgEM45aoGc,part_399,2026-09-20 20:54:41
