business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Patliputra Company |Land and buildings valuations| Register valuers| Siwan Bihar,Company Registration Consultant,Architectural designer,Architectural designer,841438,Bihar Circle,Muzaffarpur Region,Siwan Division,"Mirganj SO, BA Pakwalia BO, Baleshra BO",+91 91353 93333,http://patliputracompany.com/,5,9,"vikkey singh, tetahli,p.s- barharia p.s- barharia, dist, Siwan, Bihar 841232",Tetahali Bazar,26.328383,84.4677387,ChIJL5mEhuAdkzkRPJzs8ndkXU8,https://www.google.com/maps/place/?q=place_id:ChIJL5mEhuAdkzkRPJzs8ndkXU8,part_392,2026-09-20 20:22:19
